# FractureId; NumTraces
0; 113 
# TraceId; Tips; Length
204; true; 6.7538901933441431e-01
0; true; 6.5583555096543489e-01
201; true; 6.4839517486336695e-01
160; true; 6.4201284597869301e-01
146; true; 6.4118389313875968e-01
121; true; 6.3329747823003268e-01
143; true; 6.2883807425354910e-01
190; true; 6.2785364906676033e-01
192; true; 6.2480712234865587e-01
122; true; 6.1897050683342092e-01
168; true; 6.1121064246158519e-01
187; true; 6.0183835539246366e-01
186; true; 5.9553274582356941e-01
162; true; 5.9083293131750303e-01
175; true; 5.7323013899504227e-01
120; true; 5.7291049214683665e-01
188; true; 5.7014701796835177e-01
144; true; 5.4368336547355944e-01
167; true; 5.1861532321703696e-01
153; true; 4.9519263217526904e-01
172; true; 4.8710869810538676e-01
130; true; 4.8336602507558674e-01
195; true; 4.5281556800202849e-01
156; true; 4.3540292125905411e-01
142; true; 4.2016540238904543e-01
154; true; 4.1833661388415017e-01
123; true; 4.1159607063205478e-01
119; true; 4.0222112165741963e-01
184; true; 3.9373343715829129e-01
131; true; 3.8304740135068505e-01
179; true; 3.7257110359412060e-01
164; true; 3.2258555509792813e-01
166; true; 3.0177888149708831e-01
137; true; 2.9553377852364671e-01
202; true; 2.8577236580410736e-01
135; true; 2.7978751042682837e-01
173; true; 2.7931738712559090e-01
141; true; 2.7221911428758866e-01
174; true; 2.6761799655177992e-01
148; true; 2.6333520567623875e-01
118; true; 2.4926543215230629e-01
161; true; 2.4866281776757293e-01
152; true; 2.3228054547282764e-01
198; true; 2.2660883643460111e-01
169; true; 2.2501803990841837e-01
194; true; 1.7934762325931125e-01
193; true; 1.7598631797626349e-01
129; true; 1.6544978158690443e-01
114; true; 1.3559431734942956e-01
140; true; 1.2196387142146721e-01
155; true; 1.1029498263844001e-01
165; true; 7.6435133956487697e-02
133; true; 4.9104802578862329e-02
191; true; 4.1317942756580822e-02
189; true; 2.7138712605173452e-02
199; true; 9.1591070893159970e-03


# FractureId; NumTraces
2; 129
# TraceId; Tips; Length
299; false; 1.3390345486219215e+00
275; false; 9.4220438029916320e-01
310; false; 6.9811656552387791e-01
255; false; 6.2997678892327569e-01
233; false; 4.8719600027418536e-01
210; false; 4.6507552560716592e-01
294; false; 4.4121646443908563e-01
292; false; 3.2281203858564478e-01
252; false; 2.7972544189001919e-01
326; false; 1.7627245855937385e-01
244; false; 1.0246212373323089e-01
219; false; 9.5327636378489955e-02
302; false; 9.4863278487964109e-02
226; false; 3.7913364337225787e-02
325; true; 1.2413674607989769e+00
271; true; 1.2092825131761049e+00
234; true; 1.1935183594819210e+00
238; true; 1.1407952027012436e+00
282; true; 1.0966728532493748e+00
296; true; 1.0664198016524140e+00
303; true; 9.1043867653313804e-01
290; true; 8.9545097644723926e-01
223; true; 8.8733534363662203e-01
221; true; 8.7094664539316413e-01
306; true; 8.6607522195864672e-01
267; true; 8.5219703798192092e-01
269; true; 8.4912537354854534e-01
276; true; 8.1766421832732394e-01
309; true; 8.1600383200851634e-01
214; true; 7.8260786218127587e-01
330; true; 7.7776517772376585e-01
313; true; 7.7653996044375351e-01
288; true; 7.7615716921974509e-01
301; true; 7.6349680899479122e-01
283; true; 7.5710736795654521e-01
263; true; 7.3739749058760906e-01
273; true; 7.0666014333935367e-01
297; true; 7.0156769753388148e-01
248; true; 6.9966864204049894e-01
277; true; 6.9121345836501724e-01
207; true; 6.8583341698663802e-01
249; true; 6.7366096382779550e-01
298; true; 6.6845005645012268e-01
208; true; 6.6724481905364663e-01
230; true; 6.6575454699531256e-01
241; true; 6.5472247423844299e-01
316; true; 6.5231544469575442e-01
320; true; 6.5032751063500038e-01
260; true; 6.4641401346451988e-01
220; true; 6.3464190711791357e-01
258; true; 6.3385519316084649e-01
239; true; 6.0389458133769158e-01
304; true; 5.9395221252618202e-01
235; true; 5.8622546847866963e-01
227; true; 5.6921976690799714e-01
236; true; 5.6138133935497347e-01
272; true; 5.5812859223531297e-01
308; true; 5.3498594384071396e-01
229; true; 5.1901211875880404e-01
324; true; 5.1885227155699210e-01
261; true; 5.1551519312380101e-01
228; true; 4.9614027798605498e-01
266; true; 4.8553135302186107e-01
232; true; 4.8169254776615833e-01
307; true; 4.7965440267508541e-01
257; true; 4.7827659452925780e-01
311; true; 4.7816331638794707e-01
264; true; 4.7111333106558534e-01
242; true; 4.6886437799452768e-01
246; true; 4.6087612885944523e-01
265; true; 4.5750177748253962e-01
321; true; 4.5040210784581175e-01
278; true; 4.4985044573489530e-01
323; true; 4.4813107731000346e-01
268; true; 4.4040926963849014e-01
245; true; 4.2968373613521549e-01
295; true; 4.0570183905071722e-01
287; true; 4.0050034247755173e-01
329; true; 3.9770765593514312e-01
231; true; 3.9674431758826612e-01
256; true; 3.9670798117943973e-01
224; true; 3.8251207442205404e-01
332; true; 3.7408342662326283e-01
327; true; 3.6681551826413433e-01
243; true; 3.6304826990909000e-01
293; true; 3.5930771644661674e-01
237; true; 3.4897437890832023e-01
286; true; 3.3054565247502948e-01
218; true; 3.1931114307824682e-01
315; true; 3.1550302812849423e-01
205; true; 3.1024055341972551e-01
322; true; 3.0962912838206486e-01
254; true; 3.0394857850455720e-01
217; true; 2.8573888137025621e-01
213; true; 2.7825281285681069e-01
328; true; 2.7603430207914381e-01
222; true; 2.7498048409784592e-01
291; true; 2.6566558089147990e-01
312; true; 2.6337633705278202e-01
319; true; 2.6048421287760926e-01
279; true; 2.5902889802026391e-01
250; true; 2.5313630507508822e-01
331; true; 2.4884495473868795e-01
285; true; 2.4177006385032190e-01
206; true; 2.3609980700220060e-01
281; true; 2.3595270933931470e-01
314; true; 2.2322036983488774e-01
274; true; 2.1022037871050991e-01
215; true; 2.0801933753091767e-01
284; true; 1.9839119412526840e-01
289; true; 1.9565944550866857e-01
262; true; 1.8577683906295814e-01
300; true; 1.8447342256153912e-01
1; true; 1.7923457329795650e-01
318; true; 1.7770144450320602e-01
253; true; 1.4520608268236412e-01
317; true; 1.3594396479995283e-01
247; true; 1.2726016988879665e-01
305; true; 1.1080408069418492e-01
209; true; 9.9507476170816192e-02
251; true; 8.3660507538484516e-02
259; true; 8.2041119424973885e-02
212; true; 6.8185962265081959e-02
240; true; 6.6576259913041252e-02
225; true; 5.8848005639543316e-02
280; true; 2.6051269341902772e-02
216; true; 2.2793731539046857e-02
270; true; 1.6473065891137135e-02
211; true; 1.4372924640423930e-02


# FractureId; NumTraces
3; 146
# TraceId; Tips; Length
392; false; 8.5589174916395749e-01
405; false; 5.8280411719578873e-01
432; false; 5.1570307554392469e-01
452; false; 3.3053545648001359e-01
434; false; 2.9605759094540857e-01
376; false; 2.9468895421063801e-01
441; false; 2.5674740471394253e-01
447; false; 2.3042279644087485e-01
341; false; 7.5921123753327227e-02
462; false; 3.5529350329216836e-02
457; true; 1.2103034017233998e+00
464; true; 1.1621910653627101e+00
379; true; 1.1093373379240703e+00
346; true; 1.1092520553405787e+00
396; true; 1.0912267518920851e+00
350; true; 1.0625340603550171e+00
348; true; 1.0481666941896968e+00
354; true; 1.0431667684289718e+00
391; true; 1.0279220588413729e+00
404; true; 1.0066458104255214e+00
358; true; 9.9342525887331556e-01
345; true; 9.8995231974655085e-01
383; true; 9.7263573567460970e-01
399; true; 9.5742602472270444e-01
386; true; 9.5116737496334802e-01
454; true; 9.3314731850494403e-01
446; true; 9.0996171288409600e-01
336; true; 9.0696518984142682e-01
360; true; 8.9674522630547937e-01
430; true; 8.9124889768291649e-01
369; true; 8.9039756468738607e-01
427; true; 8.8477195091401717e-01
466; true; 8.7067624085469719e-01
368; true; 8.7002392350916247e-01
352; true; 8.6057566995597934e-01
461; true; 8.5741443781880011e-01
463; true; 8.4062573414313180e-01
442; true; 8.3917170880458669e-01
440; true; 8.3854111782639396e-01
394; true; 8.3787163271005594e-01
398; true; 8.3689500274181883e-01
356; true; 8.3215529283971590e-01
451; true; 8.2261065313154080e-01
436; true; 8.2077149705754038e-01
406; true; 8.1070213669080460e-01
389; true; 8.0844580986826164e-01
337; true; 8.0438514858681054e-01
362; true; 8.0434754071899495e-01
388; true; 8.0338205987588807e-01
359; true; 7.8314510539918747e-01
459; true; 7.7984180075652088e-01
411; true; 7.7969356356026476e-01
473; true; 7.7942563341801252e-01
378; true; 7.6727536432965049e-01
363; true; 7.5662190736293666e-01
2; true; 7.5225517658242158e-01
333; true; 7.4993966070649809e-01
468; true; 7.3358822733299145e-01
415; true; 7.3204998199381266e-01
375; true; 7.2636002203535366e-01
344; true; 7.1524730067342157e-01
113; true; 7.0834150443094812e-01
422; true; 7.0445172119209809e-01
439; true; 7.0311429572121198e-01
413; true; 7.0240007394084869e-01
419; true; 6.8439079776980993e-01
380; true; 6.7711644911227409e-01
373; true; 6.7529030315681671e-01
450; true; 6.7292979817022869e-01
385; true; 6.7191159491438934e-01
384; true; 6.6693436792128458e-01
365; true; 6.6502585588367336e-01
402; true; 6.6069886132650701e-01
370; true; 6.5907610169858188e-01
444; true; 6.5771344125659070e-01
407; true; 6.5464354636953914e-01
361; true; 6.5434918206551418e-01
443; true; 6.5185882211469315e-01
340; true; 6.5059289154085109e-01
425; true; 6.3615231032354203e-01
342; true; 6.2790199500505284e-01
409; true; 6.1117106160949253e-01
423; true; 6.0593784121998995e-01
366; true; 6.0295263436039204e-01
435; true; 5.9881187146016324e-01
338; true; 5.9625629608366193e-01
364; true; 5.9468640538930850e-01
465; true; 5.8973932337535517e-01
472; true; 5.8097853278559441e-01
474; true; 5.6942817189233164e-01
471; true; 5.6734169401036916e-01
400; true; 5.6338077015084198e-01
470; true; 5.6168041797608470e-01
343; true; 5.6002488798685146e-01
428; true; 5.5919381436252535e-01
374; true; 5.5269305306173699e-01
410; true; 5.4600267652726941e-01
445; true; 5.4547324653502560e-01
335; true; 5.4321132495536018e-01
417; true; 5.4178784400302105e-01
458; true; 5.3453639517594864e-01
469; true; 5.3250706784488056e-01
387; true; 5.1565095549783935e-01
475; true; 5.1289661885518933e-01
349; true; 5.0883312788158996e-01
429; true; 5.0706559219864988e-01
371; true; 4.9590812911830101e-01
401; true; 4.9566672973336195e-01
420; true; 4.9097271161228700e-01
426; true; 4.8259956395503784e-01
334; true; 4.7539867311219486e-01
393; true; 4.6492450570166444e-01
424; true; 4.5942633679158162e-01
449; true; 4.5457339482547154e-01
390; true; 4.4845609599621117e-01
418; true; 4.4482876455426207e-01
351; true; 4.3641552719994542e-01
453; true; 4.3426502435244457e-01
355; true; 4.2493442301415979e-01
347; true; 4.2389275826945694e-01
438; true; 4.2336477851151127e-01
353; true; 4.1276227413984284e-01
397; true; 3.9740041176954410e-01
382; true; 3.7895059930661784e-01
414; true; 3.6395751399316117e-01
381; true; 3.3916586517346403e-01
372; true; 3.2919816082800007e-01
339; true; 3.2674821176806568e-01
456; true; 3.2456461765400130e-01
433; true; 3.1172388437177412e-01
205; true; 3.1024055341972551e-01
448; true; 2.9441806824557720e-01
455; true; 2.8611999048468567e-01
367; true; 2.5253144473390682e-01
460; true; 2.4173694935805173e-01
403; true; 2.3862141867722128e-01
377; true; 2.2389480203914375e-01
416; true; 2.2082423217291872e-01
357; true; 2.0804972460911220e-01
467; true; 1.4404221339481429e-01
412; true; 1.3233233495564697e-01
395; true; 1.2841131141903997e-01
408; true; 1.2789141831570736e-01
431; true; 6.3344547365208850e-02
437; true; 5.5130579628355894e-02
421; true; 5.1197573022809993e-02


# FractureId; NumTraces
4; 98
# TraceId; Tips; Length
333; false; 7.4993966070649809e-01
482; false; 9.4197859020996755e-01
566; false; 8.5884597732857482e-01
516; false; 7.2395843462330600e-01
515; false; 7.1329549138361170e-01
548; false; 6.7334384226745370e-01
550; false; 6.6834741200535941e-01
521; false; 6.6434477481692356e-01
541; false; 6.5785079852978434e-01
486; false; 6.5655501221728341e-01
529; false; 6.4815761020653961e-01
542; false; 6.3304470056729689e-01
524; false; 6.2707239658398228e-01
565; false; 6.1206499719748364e-01
559; false; 6.0132643664597651e-01
476; false; 5.6768527097244281e-01
530; false; 4.7800101116387300e-01
564; false; 4.5572025020738671e-01
491; false; 4.4705720646185038e-01
544; false; 3.7250911824367583e-01
534; false; 3.5508642055931305e-01
526; false; 3.4984172872406233e-01
479; false; 2.3050710581476661e-01
506; false; 2.3029018359836276e-01
493; false; 2.2553821141459571e-01
500; false; 1.9966194638421961e-01
533; false; 1.8885563496783558e-01
549; false; 1.5841023333306203e-01
490; false; 1.5251981491025426e-01
481; false; 6.0674292878602709e-02
558; false; 5.1131324182181755e-02
556; false; 4.6070053497702296e-02
525; false; 2.5181829506189624e-02
512; true; 9.7548163054373194e-01
560; true; 8.9962746839498808e-01
562; true; 7.3868099284481781e-01
538; true; 7.3514932083766993e-01
523; true; 6.6077117569665011e-01
528; true; 6.5575771723652032e-01
535; true; 6.3159582800517211e-01
568; true; 6.1072348479172023e-01
567; true; 6.0409146823347981e-01
570; true; 5.7911496262045348e-01
478; true; 5.6908088419724245e-01
495; true; 5.6896045356605207e-01
569; true; 5.6129973040197079e-01
539; true; 5.5383514583880766e-01
536; true; 5.4809566190591463e-01
514; true; 5.4686471228055278e-01
527; true; 5.2664830263789109e-01
522; true; 5.1869483492866930e-01
496; true; 5.1019471615028933e-01
497; true; 5.0473029582060569e-01
563; true; 4.9295794731167331e-01
484; true; 4.8474663732133882e-01
502; true; 4.7108855013580714e-01
552; true; 4.6849821131089603e-01
513; true; 4.6589621652877861e-01
537; true; 4.4118821895103522e-01
509; true; 4.3435908570243098e-01
498; true; 4.1531772478169088e-01
519; true; 3.8587185427557935e-01
489; true; 3.7161431429265507e-01
555; true; 3.6812150604277466e-01
554; true; 3.6240193309678104e-01
508; true; 3.6134484551977936e-01
483; true; 3.5751179229703578e-01
477; true; 3.4810324522357089e-01
487; true; 3.3642935169852251e-01
511; true; 3.3338272964158788e-01
545; true; 3.3036981665870729e-01
547; true; 3.1422139970109147e-01
503; true; 3.0366804771258005e-01
543; true; 2.8400170932106006e-01
540; true; 2.7785037756306352e-01
494; true; 2.7713688498993067e-01
492; true; 2.7469260008402296e-01
553; true; 2.7102250574526698e-01
485; true; 2.5746509734753648e-01
505; true; 2.4949245186459176e-01
520; true; 2.3979389658123193e-01
206; true; 2.3609980700220060e-01
507; true; 2.2315651453812527e-01
499; true; 2.1737832423364575e-01
532; true; 2.1570210738449139e-01
557; true; 2.0247720950355588e-01
480; true; 1.9082984082076460e-01
561; true; 1.8989054476171177e-01
518; true; 1.8420427494190680e-01
517; true; 1.5303962011662250e-01
546; true; 1.4943417692909899e-01
114; true; 1.3559431734942956e-01
488; true; 1.2062631247207609e-01
531; true; 1.1565512495475389e-01
551; true; 1.1515531211218129e-01
504; true; 1.1151480785502932e-01
501; true; 9.3881014353730682e-02
510; true; 3.9483470667406061e-02


# FractureId; NumTraces
5; 71
# TraceId; Tips; Length
639; false; 1.1831130473527736e+00
573; false; 8.4702834524370363e-01
593; false; 7.7689385663185451e-01
640; false; 7.3803851201490334e-01
633; false; 6.8876866583063823e-01
579; false; 5.0701317535717028e-01
586; false; 2.2571017015234776e-01
636; false; 2.1596305030579893e-01
615; false; 1.0480953342856383e-01
589; true; 9.9016480804761553e-01
627; true; 9.1597523737905784e-01
585; true; 9.0052642656105419e-01
623; true; 8.1124178576776196e-01
596; true; 7.3920446884841595e-01
591; true; 7.3198095860633206e-01
599; true; 7.2686661203780067e-01
607; true; 7.2517408473595224e-01
625; true; 7.0397870505082616e-01
601; true; 6.8676514516063591e-01
207; true; 6.8583341698663802e-01
618; true; 6.5909341349553907e-01
635; true; 6.4969132651954786e-01
630; true; 6.0569117181402321e-01
631; true; 5.9633710541587404e-01
605; true; 5.9558625308258373e-01
622; true; 5.7898105637965691e-01
603; true; 5.7236614414166764e-01
598; true; 5.6773624808931611e-01
595; true; 5.5728023033306995e-01
606; true; 5.4635701743425713e-01
590; true; 5.2983605479136431e-01
624; true; 5.2009410991728366e-01
616; true; 5.1447386814408602e-01
629; true; 5.0893005036459027e-01
581; true; 4.7672811080427352e-01
608; true; 4.7250883647289232e-01
580; true; 4.4344543920954116e-01
602; true; 4.3976617800208384e-01
583; true; 4.3947689486740216e-01
584; true; 4.3356447530932546e-01
620; true; 4.3181903775667480e-01
571; true; 4.0944011526935625e-01
592; true; 4.0527011887200415e-01
597; true; 3.7264434250375500e-01
587; true; 3.7225722351480944e-01
621; true; 3.6778894473650736e-01
628; true; 3.5810227536098493e-01
572; true; 3.5273832634881891e-01
638; true; 3.5247805886653771e-01
612; true; 3.3862060442628350e-01
619; true; 3.2857189650587765e-01
610; true; 3.1285999178295953e-01
632; true; 3.0685254328093076e-01
626; true; 2.8535320861984598e-01
604; true; 2.6758670752588498e-01
609; true; 2.4941142003590358e-01
634; true; 2.3003853624594861e-01
614; true; 2.2661867358923996e-01
617; true; 2.0727465749870239e-01
582; true; 1.9717097888589527e-01
637; true; 1.7429151282857550e-01
594; true; 1.6038849759737761e-01
577; true; 1.5428720578215116e-01
578; true; 1.4113782860319807e-01
600; true; 1.2661973408519347e-01
611; true; 8.5131796139695320e-02
588; true; 7.2975563716383113e-02
576; true; 5.4948004462855270e-02
613; true; 4.9563871190826926e-02
574; true; 3.3330350574069224e-02
575; true; 2.5229291265433898e-02


# FractureId; NumTraces
6; 75
# TraceId; Tips; Length
208; false; 6.6724481905364663e-01
571; false; 4.0944011526935625e-01
653; false; 8.8089642024728898e-01
664; false; 8.7098919373954065e-01
699; false; 6.5213485015084038e-01
666; false; 6.1298109239458909e-01
712; false; 5.8472100636407298e-01
679; false; 5.7910244950872136e-01
660; false; 5.7697089588962014e-01
662; false; 3.7171043106806306e-01
685; false; 3.5506289118283774e-01
646; false; 2.7152962822284493e-01
688; false; 2.6718689344649116e-01
672; false; 2.5415706614281441e-01
698; false; 2.5936075627924941e-02
650; false; 4.0769319858746673e-03
709; true; 9.1678201238163592e-01
659; true; 8.3005367406216912e-01
656; true; 7.4344772046693131e-01
669; true; 6.9674134412601829e-01
682; true; 6.7057695944078122e-01
694; true; 6.6011838133220935e-01
657; true; 6.1296014318073933e-01
655; true; 5.8506425249513616e-01
647; true; 5.7601338708995686e-01
642; true; 5.4711646642946077e-01
692; true; 5.3078860694818419e-01
654; true; 5.1379308475349528e-01
695; true; 4.8758024433280417e-01
668; true; 4.8643084603019304e-01
674; true; 4.6342769642834281e-01
671; true; 4.2459230784702473e-01
705; true; 4.2341415825913920e-01
691; true; 4.2301615046464103e-01
678; true; 4.1074787285941738e-01
684; true; 3.9728035309237891e-01
658; true; 3.8360876898351676e-01
696; true; 3.7910600716795528e-01
648; true; 3.6488126782782476e-01
701; true; 3.5935806784651614e-01
651; true; 3.5608769834125376e-01
697; true; 3.4847395637309603e-01
690; true; 3.3878787151708406e-01
708; true; 3.3594543633791352e-01
645; true; 3.2967767538935416e-01
704; true; 2.9348503629656875e-01
663; true; 2.9244985636490239e-01
649; true; 2.8580106071542805e-01
675; true; 2.7755944507376351e-01
644; true; 2.2778657305827305e-01
677; true; 2.2089762365186416e-01
661; true; 2.1061969907674963e-01
689; true; 2.0417513584288852e-01
680; true; 2.0331229483992597e-01
686; true; 2.0102021903157596e-01
681; true; 1.8978436439519850e-01
700; true; 1.7855113337169634e-01
707; true; 1.6032535986304006e-01
652; true; 1.5571182072099715e-01
673; true; 1.5468875400794860e-01
706; true; 1.5312385366148848e-01
693; true; 1.4819483109921769e-01
665; true; 1.3539678649297110e-01
683; true; 1.1900211582032978e-01
676; true; 1.1675597831073289e-01
687; true; 1.1132689257445422e-01
702; true; 9.9723753578591992e-02
703; true; 9.6901448078388797e-02
711; true; 9.2662853137979478e-02
643; true; 9.2117034895625963e-02
670; true; 9.0910461029797565e-02
710; true; 5.4987212255222601e-02
667; true; 5.3605433848384391e-02
713; true; 1.6694621337334344e-02
641; true; 9.0622024042350598e-04


# FractureId; NumTraces
7; 94
# TraceId; Tips; Length
115; false; 9.8967480322363066e-01
735; false; 1.4127774640105477e+00
802; false; 7.0435246115283223e-01
748; false; 6.1502835063754657e-01
726; false; 1.4497990803527933e-01
786; false; 1.1815657572955668e-01
785; false; 1.1031205970639800e-01
744; false; 3.8505438145968025e-02
774; true; 1.3290780012634733e+00
762; true; 1.2713856273974296e+00
736; true; 1.1749422307046953e+00
773; true; 1.1484374567725626e+00
768; true; 9.6310019447890216e-01
750; true; 9.0003627255280616e-01
733; true; 8.9288338888270324e-01
754; true; 8.5037342490321377e-01
796; true; 8.2899754304141682e-01
800; true; 8.1889768448053701e-01
763; true; 8.1098920379992379e-01
755; true; 8.0293773505882715e-01
747; true; 7.8782849061177129e-01
781; true; 7.7933289019615470e-01
803; true; 7.5747391816375487e-01
777; true; 7.4457376653650931e-01
792; true; 7.2973013879940463e-01
722; true; 7.1582302130403919e-01
745; true; 7.0304297732396148e-01
743; true; 6.9837296987702135e-01
789; true; 6.8737585185623196e-01
795; true; 6.4573438697241881e-01
780; true; 6.3666477380195607e-01
731; true; 6.2590596935403053e-01
740; true; 6.2529893757502719e-01
779; true; 6.1914789826301642e-01
724; true; 6.1516616053623729e-01
769; true; 5.9222231953029103e-01
749; true; 5.8245422477232323e-01
715; true; 5.6707935364651896e-01
720; true; 5.6492332594530192e-01
725; true; 5.6154199267696137e-01
714; true; 5.0439223638747455e-01
738; true; 4.7773369633646362e-01
334; true; 4.7539867311219486e-01
741; true; 4.3676014741814118e-01
760; true; 4.3641435052406508e-01
788; true; 4.3029910749007838e-01
746; true; 4.2834634972867769e-01
727; true; 4.1171422970435423e-01
734; true; 4.1005527325502644e-01
765; true; 3.5133756268248167e-01
782; true; 3.5089755402471207e-01
742; true; 3.5011207005875489e-01
784; true; 3.4376076551713258e-01
764; true; 3.2662897689073922e-01
759; true; 3.2049365924920509e-01
737; true; 3.1776921292933591e-01
721; true; 2.9376466212079455e-01
793; true; 2.9010293097704548e-01
797; true; 2.8611778014753186e-01
799; true; 2.7901359284510813e-01
716; true; 2.7832840397294639e-01
730; true; 2.7514471132692825e-01
728; true; 2.7465059522328050e-01
778; true; 2.7213839429269543e-01
775; true; 2.6735658793207367e-01
717; true; 2.5992951248232810e-01
739; true; 2.5357278218678864e-01
801; true; 2.2862480200773680e-01
757; true; 2.2445462750593539e-01
719; true; 2.0547965104228333e-01
753; true; 2.0482936280736747e-01
766; true; 1.7928485792278695e-01
761; true; 1.7702266266113306e-01
790; true; 1.7405706782025468e-01
729; true; 1.5039265586342077e-01
767; true; 1.3815457970605707e-01
752; true; 1.3548205568136118e-01
723; true; 1.1898491511359761e-01
770; true; 1.1603116074382118e-01
