# Number of Traces
8985
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
1510; 17; 23; 1.11022280e+00; 5.79764020e-01; 8.70887571e-03; 8.19046426e-01; -2.47578877e-01; 4.68187264e-01
1511; 17; 26; 1.15450507e+00; 5.86472273e-01; 1.51334782e-01; 7.24864890e-01; -2.97575622e-01; 2.28586088e-01
1512; 17; 27; 8.40640241e-01; -1.72908151e-01; 4.10358660e-01; 7.91379977e-01; -2.90031089e-01; 4.47336977e-01
1513; 17; 28; 1.04472147e+00; 1.08057803e-01; 6.21574610e-01; 8.88502365e-01; 1.04553526e-01; 8.24504720e-02
1514; 17; 30; 1.26065593e+00; 5.30611629e-01; 6.21574610e-01; 1.14672231e+00; 5.83478734e-01; 1.29504987e-01
1515; 17; 35; 9.63486969e-01; -5.09068489e-02; 6.21574610e-01; 9.98035646e-01; 1.13512703e-01; 4.48858238e-01
1516; 17; 36; 8.33097857e-01; 5.80945188e-03; 6.51902333e-02; 1.20010864e+00; 5.36776244e-01; 3.99200350e-01
1517; 17; 38; 1.25212878e+00; 5.36584371e-01; 5.81149950e-01; 1.21147719e+00; 4.34375645e-01; 6.21574610e-01
1518; 17; 40; 7.43111183e-01; -3.06899886e-01; 3.08920395e-01; 8.49970588e-01; -1.14826797e-01; 3.39313022e-01
1519; 17; 41; 8.45208952e-01; -2.82360536e-01; 6.21574610e-01; 7.37264084e-01; -3.03911888e-01; 2.83176942e-01
1520; 17; 47; 7.61491652e-01; -9.03468834e-02; -1.32482828e-02; 1.02154865e+00; 2.13377755e-01; 3.52782307e-01
1521; 17; 48; 1.14916595e+00; 4.07056601e-01; 4.52778047e-01; 1.16756154e+00; 4.41777729e-01; 4.55055324e-01
1522; 17; 49; 1.01842710e+00; 5.66033790e-02; 6.21574610e-01; 9.34967857e-01; 2.47356609e-01; -1.00987625e-02
1523; 17; 51; 1.15893999e+00; 5.84205929e-01; 1.70860742e-01; 1.01136127e+00; 2.87908783e-01; 1.84251761e-01
1524; 17; 52; 1.08360719e+00; 3.84843799e-01; 2.63534400e-01; 1.03672345e+00; 2.31054034e-01; 3.74224038e-01
1525; 17; 56; 1.19665738e+00; 5.64931499e-01; 3.36921889e-01; 1.23775925e+00; 5.04609598e-01; 5.88028459e-01
1526; 17; 58; 9.25509061e-01; 9.36854537e-02; 2.31033345e-01; 1.10523859e+00; 3.19142487e-01; 4.56264655e-01
1527; 17; 60; 8.85571451e-01; 1.52460086e-01; -1.32482828e-02; 8.30751903e-01; -1.85652603e-01; 3.98573984e-01
1528; 17; 63; 9.34526863e-01; 2.48259042e-01; -1.32482828e-02; 1.04995552e+00; 1.18300115e-01; 6.21574610e-01
1529; 17; 64; 6.84203393e-01; -2.41589295e-01; -1.32482828e-02; 1.13845456e+00; 2.91480472e-01; 6.21574610e-01
1530; 17; 65; 1.23543048e+00; 5.45117574e-01; 5.07631116e-01; 9.73346235e-01; -3.16136313e-02; 6.21574610e-01
1531; 17; 70; 8.74130712e-01; 1.30072145e-01; -1.32482828e-02; 9.50796780e-01; -7.57397889e-02; 6.21574610e-01
1532; 17; 72; 9.04816118e-01; 1.90119232e-01; -1.32482828e-02; 7.40275856e-01; -1.93949992e-01; 9.75162043e-02
1533; 17; 74; 1.16482881e+00; 5.81196610e-01; 1.96787890e-01; 1.11476137e+00; 4.11159333e-01; 3.25348977e-01
1534; 17; 86; 1.07021434e+00; 5.13780638e-01; -1.32482828e-02; 1.09776878e+00; 2.11864038e-01; 6.21574610e-01
1535; 17; 93; 7.58995710e-01; -3.15017235e-01; 3.78856384e-01; 1.08359344e+00; 3.69311298e-01; 2.91196794e-01
1536; 17; 94; 1.23068343e+00; 5.47543424e-01; 4.86730920e-01; 1.17618032e+00; 3.65304555e-01; 6.21574610e-01
1537; 17; 100; 7.55210041e-01; -3.13082673e-01; 3.62188937e-01; 7.66752314e-01; -2.78393387e-01; 3.40597456e-01
1538; 17; 101; 1.17931985e+00; 3.71448195e-01; 6.21574610e-01; 1.14481937e+00; 5.81942966e-01; 1.25601494e-01
1539; 17; 103; 8.30026990e-01; 4.37672740e-02; -1.32482828e-02; 8.29425162e-01; -2.69445904e-01; 5.43431819e-01
1540; 17; 104; 1.04991067e+00; 4.27443326e-01; 6.98978482e-02; 1.04038230e+00; 4.01974463e-01; 8.20705418e-02
1541; 17; 105; 7.25129662e-01; -2.97710926e-01; 2.29751821e-01; 8.31653548e-01; -1.76081937e-01; 3.84647377e-01
1542; 17; 109; 9.33506639e-01; -1.09574199e-01; 6.21574610e-01; 9.33572521e-01; 7.61747097e-02; 2.90423321e-01
1543; 17; 116; 9.54111788e-01; 2.86584027e-01; -1.32482828e-02; 1.21686513e+00; 5.54604882e-01; 4.25892090e-01
1544; 17; 121; 1.18703304e+00; 5.69849749e-01; 2.94548122e-01; 9.58398985e-01; 2.15292918e-01; 1.28904081e-01
1545; 17; 124; 1.02181593e+00; 6.32348416e-02; 6.21574610e-01; 9.89687589e-01; 1.51075731e-01; 3.52700873e-01
1546; 17; 129; 1.05118129e+00; 4.76535588e-01; -1.32482828e-02; 1.15439288e+00; 5.86529605e-01; 1.50840835e-01
1547; 17; 131; 9.62606452e-01; 3.03206907e-01; -1.32482828e-02; 1.06910723e+00; 3.10447676e-01; 3.45638403e-01
1548; 17; 136; 9.78983546e-01; -2.05821956e-02; 6.21574610e-01; 1.09415666e+00; 5.17259786e-01; 6.41297355e-02
1549; 17; 137; 1.16013441e+00; 3.33904936e-01; 6.21574610e-01; 9.00173682e-01; 1.60174841e-02; 2.81146955e-01
1550; 17; 140; 1.16901445e+00; 5.79057651e-01; 2.15216344e-01; 9.57234673e-01; 1.43292639e-01; 2.53289883e-01
1551; 17; 144; 7.36101773e-01; -1.40031359e-01; -1.32482828e-02; 7.21365165e-01; -1.82173511e-01; 1.04875933e-02
1552; 17; 152; 1.13869252e+00; 2.91946124e-01; 6.21574610e-01; 1.15882866e+00; 5.53538961e-01; 2.25182824e-01
1553; 17; 153; 1.24702205e+00; 5.39194022e-01; 5.58666187e-01; 8.75750168e-01; -5.36154606e-02; 3.20109260e-01
1554; 17; 154; 1.13421503e+00; 4.84140182e-01; 2.63063672e-01; 1.12235979e+00; 4.53391773e-01; 2.76531909e-01
1555; 17; 157; 8.60733504e-01; -2.51981139e-01; 6.21574610e-01; 1.06593586e+00; 4.83189016e-01; 2.63914287e-02
1556; 17; 160; 9.90083211e-01; 1.13831026e-03; 6.21574610e-01; 1.02891031e+00; 1.38214386e-01; 5.12576167e-01
1557; 17; 166; 1.07439013e+00; 1.66115275e-01; 6.21574610e-01; 1.06048093e+00; 1.71062689e-01; 5.64189908e-01
1558; 17; 168; 8.82566664e-01; -2.09256671e-01; 6.21574610e-01; 7.01247573e-01; -2.20303533e-01; 8.28018447e-03
1559; 17; 172; 1.11900932e+00; 5.56090668e-01; 8.16173575e-02; 1.08883460e+00; 2.10038522e-01; 5.93641301e-01
1560; 17; 177; 8.86111144e-01; 1.53516191e-01; -1.32482828e-02; 9.46441501e-01; 3.25451318e-02; 4.13186560e-01
1561; 17; 180; 9.74289684e-01; -2.97674317e-02; 6.21574610e-01; 7.84756839e-01; -3.28181749e-01; 4.92276823e-01
1562; 17; 187; 7.75581375e-01; -3.23492881e-01; 4.51879326e-01; 7.82523733e-01; -3.04781014e-01; 4.42733263e-01
1563; 17; 198; 8.57126476e-01; 9.67972127e-02; -1.32482828e-02; 1.03259450e+00; 1.73422335e-01; 4.62626055e-01
1564; 17; 199; 8.05141709e-01; -4.92977145e-03; -1.32482828e-02; 1.12282461e+00; 5.03618241e-01; 1.88549219e-01
1565; 18; 22; 8.72047839e-01; 5.74655602e-01; 2.49057738e-01; 7.32342253e-01; -4.70640105e-02; -2.16800544e-02
1566; 18; 23; 1.15174260e+00; 4.96134222e-01; 2.84288792e-02; 6.94575293e-01; 3.81586430e-01; 2.49057738e-01
1567; 18; 25; 6.33718871e-01; 3.15381828e-01; 2.49057738e-01; 6.21326640e-01; 2.52370400e-01; 2.20510491e-01
1568; 18; 28; 5.69198037e-01; 2.45190781e-01; 2.49057738e-01; 7.52945273e-01; 1.56018553e-01; 8.24504720e-02
1569; 18; 30; 1.04443953e+00; 5.94769077e-01; 1.52558569e-01; 9.00553162e-01; 6.05666028e-01; 2.49057738e-01
1570; 18; 34; 4.76034475e-01; 1.43839827e-01; 2.49057738e-01; 7.35090007e-01; 9.29594280e-02; 5.73011272e-02
1571; 18; 36; 5.52295583e-01; 2.26802907e-01; 2.49057738e-01; 6.12449111e-01; -2.67716005e-02; 6.51902333e-02
1572; 18; 40; 5.14688739e-01; 1.85891101e-01; 2.49057738e-01; 3.93418995e-01; -5.61960213e-03; 2.14716104e-01
1573; 18; 41; 4.57366977e-01; 1.23531793e-01; 2.49057738e-01; 5.51234506e-01; -1.50686369e-01; 3.21529244e-02
1574; 18; 47; 9.00882827e-01; 6.06024664e-01; 2.49057738e-01; 7.11475689e-01; -1.85085322e-01; -8.81465630e-02
1575; 18; 49; 7.79606355e-01; 4.74090184e-01; 2.49057738e-01; 9.54954685e-01; 2.15205841e-01; -1.00987625e-02
1576; 18; 51; 1.06728512e+00; 5.73769015e-01; 1.26130475e-01; 5.27992442e-01; -1.29321858e-01; 5.90396679e-02
1577; 18; 54; 4.45127957e-01; -5.31513808e-02; 1.54898457e-01; 5.68335054e-01; -1.28754828e-01; 3.40711484e-02
1578; 18; 58; 4.63979870e-01; 1.30725840e-01; 2.49057738e-01; 4.75201827e-01; 1.11661257e-01; 2.31033345e-01
1579; 18; 60; 5.15724289e-01; -1.18044759e-01; 7.32316376e-02; 1.12890904e+00; 3.21355906e-01; -5.79895990e-02
1580; 18; 63; 8.46670143e-01; 5.47047665e-01; 2.49057738e-01; 9.92220855e-01; 7.04415233e-02; -1.16901645e-01
1581; 18; 66; 4.13804501e-01; -2.43583146e-02; 1.91133867e-01; 9.00816350e-01; 6.01297162e-01; 2.46374672e-01
1582; 18; 70; 1.02754138e+00; 8.18922350e-02; -1.32448323e-01; 5.53006224e-01; 2.27576000e-01; 2.49057738e-01
1583; 18; 72; 9.48731385e-01; -3.84373605e-03; -1.32448323e-01; 7.75993243e-01; 4.70159544e-01; 2.49057738e-01
1584; 18; 74; 1.03676686e+00; 6.01821924e-01; 1.61434414e-01; 7.47228300e-01; 4.38866684e-01; 2.49057738e-01
1585; 18; 78; 7.02475819e-01; 3.90181269e-01; 2.49057738e-01; 7.62160500e-01; 1.62260161e-01; 8.02698273e-02
1586; 18; 86; 1.24522933e+00; 4.10199592e-01; -7.97178711e-02; 8.57772292e-01; 5.59125493e-01; 2.49057738e-01
1587; 18; 95; 4.32336735e-01; 9.63018460e-02; 2.49057738e-01; 5.49931177e-01; -4.06287609e-02; 9.64030493e-02
1588; 18; 103; 4.02438716e-01; 6.37763313e-02; 2.49057738e-01; 8.98336293e-01; 4.91146561e-02; -7.03267999e-02
1589; 18; 104; 6.05551208e-01; 2.84738738e-01; 2.49057738e-01; 1.03378123e+00; 4.39755811e-01; 6.98978482e-02
1590; 18; 105; 7.33183219e-01; 4.23587294e-01; 2.49057738e-01; 5.71155822e-01; -1.68998389e-01; 9.10766884e-03
1591; 18; 116; 1.14131041e+00; 2.05659501e-01; -1.32448323e-01; 7.64479992e-01; 4.57634487e-01; 2.49057738e-01
1592; 18; 129; 1.23737360e+00; 3.10164906e-01; -1.32448323e-01; 1.11373425e+00; 5.31072163e-01; 7.23974714e-02
1593; 18; 131; 9.73801226e-01; 2.34292895e-02; -1.32448323e-01; 9.76521776e-01; 6.57200259e-01; 2.31126772e-01
1594; 18; 136; 8.70409963e-01; 5.72873786e-01; 2.49057738e-01; 1.10344905e+00; 5.05538361e-01; 6.41297355e-02
1595; 18; 141; 8.94275190e-01; 5.98836335e-01; 2.49057738e-01; 9.78580403e-01; 5.23533056e-01; 1.52795413e-01
1596; 18; 144; 5.11278488e-01; -1.13958101e-01; 7.83746024e-02; 8.68734858e-01; -5.10501345e-02; -1.09497408e-01
1597; 18; 146; 4.69458846e-01; 1.36686319e-01; 2.49057738e-01; 6.07642074e-01; -6.98292614e-02; 4.33875472e-02
1598; 18; 156; 3.74945614e-01; 3.38670831e-02; 2.49057738e-01; 3.97255301e-01; -9.14600164e-03; 2.10278212e-01
1599; 18; 157; 1.07404364e+00; 5.67556464e-01; 1.18312123e-01; 1.04432894e+00; 3.75745816e-01; 2.63914287e-02
1600; 18; 161; 6.81891785e-01; 3.67788271e-01; 2.49057738e-01; 8.83179826e-01; 2.90624137e-01; 7.83731612e-02
1601; 18; 168; 5.07137545e-01; 1.77676294e-01; 2.49057738e-01; 6.26823683e-01; -1.09874035e-01; 8.28018447e-03
1602; 18; 172; 1.10416654e+00; 5.39866971e-01; 8.34655354e-02; 4.90740982e-01; -9.50796680e-02; 1.02132675e-01
1603; 18; 177; 1.03937594e+00; 9.47668332e-02; -1.32448323e-01; 5.85455824e-01; 2.62877333e-01; 2.49057738e-01
1604; 18; 192; 8.49933760e-01; 5.50598096e-01; 2.49057738e-01; 8.49428074e-01; 5.23753818e-01; 2.33902813e-01
1605; 18; 193; 3.86042149e-01; 4.59388030e-02; 2.49057738e-01; 4.79432126e-01; -8.46843705e-02; 1.15214917e-01
1606; 18; 195; 3.89437517e-01; -1.95975814e-03; 2.19321933e-01; 7.54998446e-01; 3.03994252e-01; 1.66450539e-01
1607; 18; 196; 5.45086597e-01; 2.18960381e-01; 2.49057738e-01; 7.26486989e-01; -6.53164090e-02; -2.85287009e-02
1608; 18; 197; 3.91883111e-01; 5.22930801e-02; 2.49057738e-01; 3.80212086e-01; 6.52041802e-03; 2.29994040e-01
1609; 18; 198; 1.00423261e+00; 5.65350422e-02; -1.32448323e-01; 5.15998909e-01; 1.87316412e-01; 2.49057738e-01
1610; 18; 199; 1.05328214e+00; 5.86640797e-01; 1.42329316e-01; 6.66398096e-01; -2.56546746e-01; -1.01069918e-01
1611; 19; 20; 9.62664927e-01; 1.42509889e-01; 1.05555192e+00; 1.13009970e+00; 8.17272495e-01; 1.00947367e+00
1612; 19; 23; 9.57640918e-01; 2.79825990e-01; 1.92995478e-01; 8.48713695e-01; -1.98012634e-01; 4.36055956e-01
1613; 19; 26; 9.00143050e-01; 5.09952636e-02; 1.92995478e-01; 1.15876195e+00; 1.05945216e+00; 3.07032601e-01
1614; 19; 27; 8.47682188e-01; -1.97753449e-01; 4.12125421e-01; 8.49356819e-01; -1.90766514e-01; 4.10358660e-01
1615; 19; 28; 9.14369210e-01; 1.07612711e-01; 1.92995478e-01; 9.57506528e-01; 1.64542150e-01; 8.22180107e-01
1616; 19; 30; 1.03624868e+00; 5.92670119e-01; 1.92995478e-01; 1.05452303e+00; 5.34463356e-01; 9.10931735e-01
1617; 19; 35; 8.67999397e-01; -2.02858516e-01; 8.83476551e-01; 9.53090522e-01; 2.15052707e-01; 4.48858238e-01
1618; 19; 36; 9.38540875e-01; 2.03811402e-01; 1.92995478e-01; 1.05167569e+00; 6.04949081e-01; 4.62314407e-01
1619; 19; 38; 8.69289671e-01; -2.03182721e-01; 9.13410404e-01; 1.15669613e+00; 1.01230965e+00; 5.20441548e-01
1620; 19; 40; 8.44458505e-01; -1.96943441e-01; 3.37337268e-01; 8.51123371e-01; -1.70778860e-01; 3.39313022e-01
1621; 19; 42; 1.10146275e+00; 8.12242987e-01; 4.12139596e-01; 1.04480630e+00; 4.86149549e-01; 9.63805713e-01
1622; 19; 43; 1.00104280e+00; 2.95246628e-01; 1.05555192e+00; 8.67992983e-01; -2.02856905e-01; 8.83327760e-01
1623; 19; 47; 9.07912839e-01; 8.19175664e-02; 1.92995478e-01; 1.00096861e+00; 4.23120595e-01; 3.52782307e-01
1624; 19; 48; 9.07371370e-01; 3.23841768e-02; 4.52778047e-01; 1.03643740e+00; 5.26398598e-01; 5.60489713e-01
1625; 19; 49; 9.42053792e-01; 2.17792154e-01; 1.92995478e-01; 9.51423877e-01; 1.52319060e-01; 7.56466238e-01
1626; 19; 52; 1.01026746e+00; 4.76405049e-01; 2.63534400e-01; 9.38772949e-01; 1.52596562e-01; 4.78877823e-01
1627; 19; 56; 1.05873328e+00; 6.82154619e-01; 1.92995478e-01; 1.06381068e+00; 6.30316668e-01; 5.88028459e-01
1628; 19; 58; 9.12740911e-01; 9.41951451e-02; 2.31033345e-01; 1.05597074e+00; 5.77817486e-01; 7.04806680e-01
1629; 19; 60; 8.87152689e-01; -7.03937401e-04; 1.92995478e-01; 8.53248935e-01; -1.73127367e-01; 3.98573984e-01
1630; 19; 61; 1.07524198e+00; 6.66900809e-01; 6.36884835e-01; 1.09993301e+00; 7.61851440e-01; 6.55061667e-01
1631; 19; 63; 9.52112675e-01; 2.57824620e-01; 1.92995478e-01; 9.83174017e-01; 2.98696404e-01; 6.46706156e-01
1632; 19; 64; 8.79401699e-01; -3.15514231e-02; 1.92995478e-01; 9.47870778e-01; 1.55462558e-01; 6.61694752e-01
1633; 19; 65; 8.59185624e-01; -2.00643896e-01; 6.79000543e-01; 1.15887391e+00; 1.00635262e+00; 6.00628040e-01
1634; 19; 70; 9.02731373e-01; 6.12963047e-02; 1.92995478e-01; 8.92959587e-01; -7.86115377e-02; 7.46890999e-01
1635; 19; 74; 1.02823347e+00; 5.60771112e-01; 1.92995478e-01; 9.90974777e-01; 3.88350220e-01; 3.25348977e-01
1636; 19; 81; 1.17338712e+00; 1.05577732e+00; 6.46330717e-01; 1.04759697e+00; 5.18353860e-01; 8.48122716e-01
1637; 19; 84; 1.15362840e+00; 1.05981940e+00; 1.92995478e-01; 1.11078218e+00; 7.98112082e-01; 6.92988640e-01
1638; 19; 86; 1.00579087e+00; 4.71453755e-01; 1.92995478e-01; 9.81130970e-01; 2.91397391e-01; 6.42144585e-01
1639; 19; 89; 1.11046006e+00; 8.13737541e-01; 6.00282802e-01; 1.08105005e+00; 6.88573720e-01; 6.44792129e-01
1640; 19; 93; 8.45756747e-01; -1.97269647e-01; 3.67455962e-01; 1.00052831e+00; 4.36672842e-01; 2.68865144e-01
1641; 19; 94; 1.11762475e+00; 8.82236188e-01; 3.81042025e-01; 9.25448524e-01; 7.83541981e-03; 9.81859475e-01
1642; 19; 99; 9.31405168e-01; 7.88006595e-02; 7.22732297e-01; 9.42440951e-01; 1.21366868e-01; 7.30157202e-01
1643; 19; 101; 1.04848468e+00; 6.41367098e-01; 1.92995478e-01; 1.01958975e+00; 3.85455225e-01; 9.65654621e-01
1644; 19; 103; 8.65637799e-01; -8.63291615e-02; 1.92995478e-01; 8.47309682e-01; -1.97659850e-01; 4.03483421e-01
1645; 19; 109; 8.71217649e-01; -2.03667161e-01; 9.58138726e-01; 9.17196547e-01; 1.01096356e-01; 2.90423321e-01
1646; 19; 115; 9.93146781e-01; 2.63821949e-01; 1.05555192e+00; 1.10966564e+00; 7.84734249e-01; 7.41976170e-01
1647; 19; 116; 9.91649944e-01; 4.15175532e-01; 1.92995478e-01; 1.07422995e+00; 6.69391344e-01; 6.01144527e-01
1648; 19; 121; 9.39048559e-01; 2.05831889e-01; 1.92995478e-01; 1.03468507e+00; 4.83868094e-01; 7.55451243e-01
1649; 19; 123; 1.16630289e+00; 9.52950783e-01; 1.05555192e+00; 1.13509166e+00; 9.62218995e-01; 3.23645884e-01
1650; 19; 124; 9.28180727e-01; 1.33453317e-01; 3.52700873e-01; 9.00087273e-01; -8.43302765e-02; 9.33787017e-01
1651; 19; 125; 1.06756309e+00; 6.32349415e-01; 6.58767245e-01; 9.33835161e-01; 4.69376041e-02; 9.50468818e-01
1652; 19; 129; 1.05248907e+00; 6.57303839e-01; 1.92995478e-01; 1.13361735e+00; 9.20060003e-01; 5.22637176e-01
1653; 19; 131; 1.00007856e+00; 4.48719840e-01; 1.92995478e-01; 1.03034420e+00; 5.41332803e-01; 3.45638403e-01
1654; 19; 136; 1.00566724e+00; 4.70961733e-01; 1.92995478e-01; 9.05321084e-01; -2.03548715e-02; 6.97212514e-01
1655; 19; 137; 1.07250182e+00; 5.79640096e-01; 1.05555192e+00; 8.94888311e-01; 1.40055585e-02; 2.81146955e-01
1656; 19; 138; 1.06160101e+00; 5.36256941e-01; 1.05555192e+00; 9.58407649e-01; 2.32227659e-01; 4.70715221e-01
1657; 19; 140; 1.15633860e+00; 1.06006107e+00; 2.50811981e-01; 9.28065674e-01; 1.49377258e-01; 2.62877032e-01
1658; 19; 152; 1.00007479e+00; 2.91394132e-01; 1.05555192e+00; 1.07780957e+00; 7.52204437e-01; 2.25182824e-01
1659; 19; 153; 1.18939077e+00; 1.05175612e+00; 1.01760914e+00; 8.80693085e-01; -4.95946170e-02; 3.20109260e-01
1660; 19; 154; 1.04189942e+00; 6.02380156e-01; 2.63063672e-01; 9.81318470e-01; 3.43274052e-01; 3.61789244e-01
1661; 19; 157; 8.61114098e-01; -2.01128460e-01; 7.23740371e-01; 1.06305589e+00; 6.57829607e-01; 4.20700231e-01
1662; 19; 160; 8.67326466e-01; -2.02689430e-01; 8.67864832e-01; 9.76513730e-01; 2.96651977e-01; 5.12576167e-01
1663; 19; 166; 1.04023985e+00; 4.51243528e-01; 1.05555192e+00; 9.88935593e-01; 3.36675488e-01; 5.64189908e-01
1664; 19; 167; 1.16740865e+00; 1.05727952e+00; 5.07632685e-01; 1.10016449e+00; 6.89732355e-01; 1.05555192e+00
1665; 19; 168; 8.53598921e-01; -1.99240136e-01; 5.49391256e-01; 8.73213890e-01; -1.51759922e-01; 7.17085836e-01
1666; 19; 172; 9.72372139e-01; 3.38453483e-01; 1.92995478e-01; 9.13754555e-01; 3.20977964e-02; 5.93641301e-01
1667; 19; 176; 1.09343990e+00; 6.62969731e-01; 1.05555192e+00; 1.14992973e+00; 9.78912849e-01; 5.55905429e-01
1668; 19; 177; 9.11693876e-01; 9.69653823e-02; 1.92995478e-01; 9.10509756e-01; 5.20949551e-02; 4.13186560e-01
1669; 19; 180; 8.53334024e-01; -1.99173576e-01; 5.43245746e-01; 9.98038488e-01; 3.47159810e-01; 7.05345042e-01
1670; 19; 182; 1.17011664e+00; 1.05659909e+00; 5.70456914e-01; 1.04943570e+00; 6.41667099e-01; 2.12103675e-01
1671; 19; 184; 1.16154140e+00; 1.05875378e+00; 3.71514837e-01; 1.16153970e+00; 1.01644364e+00; 6.03470135e-01
1672; 19; 186; 1.13885499e+00; 9.37839827e-01; 5.39442932e-01; 9.38299619e-01; 6.22628709e-02; 9.63861032e-01
1673; 19; 188; 1.05899827e+00; 5.25898529e-01; 1.05555192e+00; 1.13734544e+00; 9.14021043e-01; 6.37103432e-01
1674; 19; 190; 1.10746795e+00; 8.72743098e-01; 2.11453752e-01; 1.11887137e+00; 7.98961942e-01; 8.64849894e-01
1675; 19; 191; 1.14376930e+00; 1.02058202e+00; 1.92995478e-01; 1.15930200e+00; 1.05931647e+00; 3.19561505e-01
1676; 19; 198; 9.20351357e-01; 1.31420533e-01; 1.92995478e-01; 9.45669581e-01; 1.83007820e-01; 4.62626055e-01
1677; 20; 25; 7.51152510e-01; 9.47286948e-01; 7.04869426e-01; 6.00259900e-01; 2.56898655e-01; 7.66699658e-01
1678; 20; 26; 7.06715149e-01; 9.62533134e-01; 6.69149915e-01; 2.88092298e-01; -1.79413193e-01; 6.49856177e-01
1679; 20; 27; 2.69767730e-01; 1.68809408e-01; 5.50757361e-01; 2.39649864e-01; -2.47570740e-01; 6.31835413e-01
1680; 20; 28; 3.38131985e-01; 3.68067578e-01; 5.50757361e-01; 6.81651152e-01; 2.69272224e-01; 8.22180107e-01
1681; 20; 29; 3.09894067e-01; 1.29584246e-01; 5.89293122e-01; 4.09938611e-01; -1.37589759e-02; 6.96609890e-01
1682; 20; 30; 4.32153336e-01; 6.42107319e-01; 5.50757361e-01; 9.02709420e-01; 5.53883850e-01; 9.10931735e-01
1683; 20; 31; 6.43102424e-01; 3.73741463e-01; 7.68680571e-01; 6.96349628e-01; 2.02067988e-01; 8.49332674e-01
1684; 20; 32; 5.52847380e-01; 9.93888736e-01; 5.50757361e-01; 5.65323437e-01; 1.01104376e+00; 5.55496836e-01
1685; 20; 34; 2.80347597e-01; 1.99646063e-01; 5.50757361e-01; 4.42355021e-01; 1.94162338e-01; 6.68620017e-01
1686; 20; 35; 6.56390348e-01; 4.49031909e-01; 7.59659570e-01; 7.51618974e-01; -2.72235973e-02; 9.45655723e-01
1687; 20; 37; 3.13939156e-01; 2.97553847e-01; 5.50757361e-01; 3.13516164e-01; -2.72913814e-01; 6.91210411e-01
1688; 20; 38; 7.60743343e-01; 9.43996392e-01; 7.12578702e-01; 7.38326277e-01; 5.14946468e-02; 9.16673171e-01
1689; 20; 41; 3.64461844e-01; 4.44810017e-01; 5.50757361e-01; 4.81976670e-01; 3.22823149e-01; 6.65368624e-01
1690; 20; 42; 6.47899027e-01; 9.82712584e-01; 6.21872509e-01; 9.70392355e-01; 5.36866046e-01; 9.63805713e-01
1691; 20; 43; 5.19026324e-01; 2.38437340e-01; 7.12834694e-01; 1.01105082e+00; 2.71169479e-01; 1.05860374e+00
1692; 20; 45; 4.08863243e-01; 3.61262066e-01; 6.03303795e-01; 7.92885150e-01; 3.56075512e-01; 8.80757531e-01
1693; 20; 46; 4.44137916e-01; 6.77038225e-01; 5.50757361e-01; 5.81434859e-01; 2.21602794e-02; 8.11080772e-01
1694; 20; 48; 7.61537785e-01; 6.88935262e-01; 7.76083845e-01; 3.91265488e-01; -8.82470177e-02; 7.01560074e-01
1695; 20; 49; 5.12606316e-01; 8.76599943e-01; 5.50757361e-01; 6.92854236e-01; 5.68253624e-01; 7.56466238e-01
1696; 20; 52; 4.33379064e-01; 6.45679892e-01; 5.50757361e-01; 4.85472556e-01; 3.85767985e-01; 6.52351717e-01
1697; 20; 53; 2.71251663e-01; 1.73134560e-01; 5.50757361e-01; 4.70038075e-01; 1.81273975e-01; 6.91708696e-01
1698; 20; 55; 3.59788645e-01; 4.31189259e-01; 5.50757361e-01; 8.58116952e-01; 9.10588105e-01; 7.90849277e-01
1699; 20; 57; 5.53528092e-01; 6.00333167e-01; 6.48352845e-01; 4.75899902e-01; -6.56092240e-02; 7.56840287e-01
1700; 20; 58; 3.64969848e-01; 4.46290674e-01; 5.50757361e-01; 6.30134787e-01; 5.94816421e-01; 7.04806680e-01
1701; 20; 61; 7.63894019e-01; 9.42915415e-01; 7.15111270e-01; 4.97469676e-01; 4.83420356e-01; 6.36884835e-01
1702; 20; 62; 5.46298852e-01; 9.74802039e-01; 5.50757361e-01; 6.21498549e-01; 9.91770426e-01; 6.00651352e-01
1703; 20; 65; 8.54207308e-01; 9.11929480e-01; 7.87706638e-01; 5.37899215e-01; -3.49898260e-01; 8.71573350e-01
1704; 20; 67; 3.76274330e-01; 4.79239329e-01; 5.50757361e-01; 6.28107031e-01; 4.65169700e-01; 7.35337440e-01
1705; 20; 68; 1.39624606e-01; -2.13252688e-01; 5.51433398e-01; 2.69731826e-01; -6.21018347e-02; 6.07706604e-01
1706; 20; 70; 3.06584550e-01; 2.76117713e-01; 5.50757361e-01; 5.23237737e-01; 1.12687147e-01; 7.46890999e-01
1707; 20; 71; 3.48679135e-01; 3.98808876e-01; 5.50757361e-01; 6.44249019e-01; 1.67319876e-01; 8.20437643e-01
1708; 20; 77; 3.00866541e-01; 2.59451693e-01; 5.50757361e-01; 4.95911400e-01; 5.18674090e-01; 6.27065672e-01
1709; 20; 78; 5.68042604e-01; 1.01011083e+00; 5.57682548e-01; 6.22946559e-01; 2.20087952e-01; 7.92097720e-01
1710; 20; 79; 2.18696625e-01; -2.40381812e-01; 6.14992841e-01; 8.15570926e-01; 7.70999701e-01; 7.94693845e-01
1711; 20; 80; 2.65233153e-01; 1.55592683e-01; 5.50757361e-01; 5.44477873e-01; -1.99087822e-01; 8.39093488e-01
