# Number of Traces
8985
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
70; 0; 116; 9.26088853e-01; 3.65973932e-01; 1.11510300e-01; 7.09631917e-01; 6.80918058e-01; 6.01144527e-01
71; 0; 123; 6.86518463e-01; 8.01198230e-01; 7.15753644e-01; 1.09679460e+00; 9.49374506e-01; 3.23645884e-01
72; 0; 125; 6.45730526e-01; 7.32271551e-01; 7.15753644e-01; 7.38828601e-01; 8.10368811e-01; 6.58767245e-01
73; 0; 127; 4.06210872e-01; 3.27512307e-01; 7.15753644e-01; 4.17793763e-01; 3.36046646e-01; 7.07813285e-01
74; 0; 129; 1.05552612e+00; 5.84707256e-01; 1.11510300e-01; 9.51429044e-01; 9.80378517e-01; 5.22637176e-01
75; 0; 130; 4.16582310e-01; 3.45038783e-01; 7.15753644e-01; 6.42728424e-01; 5.13376117e-01; 5.61956010e-01
76; 0; 131; 9.75496220e-01; 4.49466405e-01; 1.11510300e-01; 9.87666230e-01; 7.95536584e-01; 3.45638403e-01
77; 0; 134; 4.55890604e-01; 4.11465045e-01; 7.15753644e-01; 5.79718138e-01; 5.21236761e-01; 6.44198547e-01
78; 0; 136; 1.02950980e+00; 5.40742816e-01; 1.11510300e-01; 5.10398954e-01; 4.77800145e-01; 6.97212514e-01
79; 0; 138; 4.91805291e-01; 4.72156522e-01; 7.15753644e-01; 5.98442884e-01; 3.11688389e-01; 4.70715221e-01
80; 0; 139; 4.55472050e-01; 4.10757739e-01; 7.15753644e-01; 4.40629933e-01; 2.60144710e-01; 6.25461492e-01
81; 0; 140; 1.25255085e+00; 1.07011081e+00; 2.21168255e-01; 6.29507008e-01; 2.11656251e-01; 3.61006086e-01
82; 0; 141; 7.94872384e-01; 6.50706646e-01; 4.75804948e-01; 9.77124118e-01; 5.22382262e-01; 1.61978372e-01
83; 0; 143; 4.71059972e-01; 2.42137481e-01; 5.75521795e-01; 6.64992781e-01; 6.08112215e-01; 6.03035434e-01
84; 0; 145; 4.35915470e-01; 3.77709484e-01; 7.15753644e-01; 6.44210172e-01; 4.68774842e-01; 5.28074239e-01
85; 0; 149; 5.45433047e-01; 5.62780943e-01; 7.15753644e-01; 9.69513271e-01; 6.83893158e-01; 2.87400535e-01
86; 0; 150; 3.98144708e-01; 3.13881465e-01; 7.15753644e-01; 6.32889385e-01; 3.72758657e-01; 4.72772246e-01
87; 0; 152; 8.13422759e-01; 1.01565114e+00; 7.15753644e-01; 1.07100213e+00; 7.68896832e-01; 2.25182824e-01
88; 0; 154; 4.65811100e-01; 2.45243545e-01; 5.84135885e-01; 9.84673314e-01; 6.75676670e-01; 2.63063672e-01
89; 0; 157; 1.08979346e+00; 6.42614923e-01; 1.11510300e-01; 1.09121912e+00; 6.52165956e-01; 1.16647267e-01
90; 0; 161; 8.71119505e-01; 2.73082382e-01; 1.11510300e-01; 4.05889512e-01; 2.80702643e-01; 6.82475093e-01
91; 0; 165; 5.35829508e-01; 3.40874076e-01; 5.67813951e-01; 6.78042562e-01; 5.44574962e-01; 5.41472571e-01
92; 0; 166; 7.97945124e-01; 7.78779316e-01; 5.64189908e-01; 7.85536794e-01; 8.33278362e-01; 6.18472108e-01
93; 0; 167; 1.06605078e+00; 1.18047379e+00; 5.27239410e-01; 9.29006404e-01; 1.21097352e+00; 7.15753644e-01
94; 0; 168; 4.73342689e-01; 4.40956958e-01; 7.15753644e-01; 5.55228000e-01; 1.92330349e-01; 4.37390989e-01
95; 0; 172; 8.89908866e-01; 3.04834131e-01; 1.11510300e-01; 7.18794194e-01; 9.55386913e-02; 1.68957349e-01
96; 0; 176; 5.67943287e-01; 6.00820525e-01; 7.15753644e-01; 1.01119353e+00; 9.74350624e-01; 4.45658143e-01
97; 0; 177; 8.09704930e-01; 1.69299180e-01; 1.11510300e-01; 5.94046086e-01; 2.24277211e-01; 4.13186560e-01
98; 0; 178; 4.05493694e-01; 2.80936872e-01; 6.83124683e-01; 7.65324731e-01; 8.73274234e-01; 6.71807875e-01
99; 0; 180; 5.16223673e-01; 2.15411485e-01; 5.01402221e-01; 7.25421127e-01; 8.52468123e-01; 7.05345042e-01
100; 0; 182; 4.06255824e-01; 2.80485875e-01; 6.81873927e-01; 9.19889617e-01; 4.95351238e-01; 2.12103675e-01
101; 0; 184; 1.20776455e+00; 1.09661348e+00; 2.94668458e-01; 7.94116686e-01; 8.26920353e-01; 6.03470135e-01
102; 0; 186; 6.60847186e-01; 7.57816877e-01; 7.15753644e-01; 9.61326638e-01; 1.02046901e+00; 5.39442932e-01
103; 0; 187; 7.96388512e-01; 9.86865322e-01; 7.15753644e-01; 9.15588105e-01; 8.08722610e-01; 4.42733263e-01
104; 0; 188; 5.33976929e-01; 5.43421489e-01; 7.15753644e-01; 7.64299707e-01; 7.62066835e-01; 5.93064750e-01
105; 0; 190; 8.41641957e-01; 1.06333817e+00; 7.15753644e-01; 1.13112866e+00; 8.51416087e-01; 2.11453752e-01
106; 0; 191; 1.31526389e+00; 1.02363267e+00; 1.11510300e-01; 1.09384408e+00; 1.07798460e+00; 4.19738631e-01
107; 0; 192; 8.89964373e-01; 5.46785554e-01; 2.85473165e-01; 8.91421102e-01; 5.65135059e-01; 2.96900917e-01
108; 0; 194; 5.76535271e-01; 6.15339938e-01; 7.15753644e-01; 8.71937719e-01; 5.63012760e-01; 3.19056306e-01
109; 0; 195; 5.58147882e-01; 1.90602485e-01; 4.32599080e-01; 7.40151602e-01; 3.21095009e-01; 3.05235268e-01
110; 0; 197; 5.11735983e-01; 2.18067113e-01; 5.08767111e-01; 6.36593042e-01; 7.11502686e-01; 7.11921604e-01
111; 0; 198; 7.86311752e-01; 1.29767538e-01; 1.11510300e-01; 5.54477403e-01; 2.26145814e-01; 4.62626055e-01
112; 0; 199; 1.00459811e+00; 4.98645072e-01; 1.11510300e-01; 1.06372661e+00; 6.49954335e-01; 1.48473451e-01
113; 1; 3; 9.08330643e-01; 5.86174704e-01; 6.00349767e-01; 1.00744217e+00; 2.55725269e-01; -1.83001847e-02
114; 1; 4; 9.29308812e-01; 5.49735525e-01; 6.00349767e-01; 9.80025912e-01; 4.44159458e-01; 5.32032209e-01
115; 1; 7; 5.50181728e-01; 9.52206336e-01; -4.00461245e-01; 1.05136753e+00; 1.02855670e-01; -3.17561005e-01
116; 1; 8; 7.26016406e-01; 6.84640249e-01; -2.52495504e-01; 1.12480853e+00; 6.81641950e-02; 4.54236989e-02
117; 1; 9; 6.44532173e-01; 1.04439390e+00; 6.00349767e-01; 1.00080074e+00; 2.58041703e-01; -5.43335522e-02
118; 1; 10; 8.26927560e-01; 6.19328416e-01; 1.77302889e-01; 9.44287647e-01; 4.51976637e-01; 3.19967699e-01
119; 1; 11; 1.12772860e+00; 2.05079408e-01; 6.00349767e-01; 1.28347153e+00; -1.13861115e-01; 4.11133185e-01
120; 1; 12; 9.36495397e-01; 5.37252391e-01; 6.00349767e-01; 1.00346509e+00; 2.89827221e-01; 8.79804884e-02
121; 1; 17; 1.10679958e+00; 2.41433216e-01; 6.00349767e-01; 9.71185764e-01; 3.19995432e-01; -1.32482828e-02
122; 1; 18; 1.06637970e+00; 1.24143735e-01; -1.32448323e-01; 8.66616962e-01; 5.68747450e-01; 2.49057738e-01
123; 1; 19; 1.00924108e+00; 4.10892790e-01; 6.00349767e-01; 9.78013779e-01; 3.60906155e-01; 1.92995478e-01
124; 1; 22; 9.54716764e-01; 2.83121416e-01; -2.69165188e-01; 8.51251701e-01; 6.21932444e-01; 3.52609348e-01
125; 1; 23; 1.40028266e+00; -3.47384201e-01; 2.91455504e-01; 6.76194084e-01; 8.50551099e-01; 5.77014822e-02
126; 1; 24; 5.77155396e-01; 1.11488426e+00; 4.18445190e-01; 7.64487937e-01; 6.28268080e-01; -2.11642041e-01
127; 1; 25; 7.40435912e-01; 8.77808649e-01; 6.00349767e-01; 7.31048685e-01; 6.68883241e-01; -2.79915645e-01
128; 1; 26; 7.47835993e-01; 8.64954673e-01; 6.00349767e-01; 1.06514285e+00; 1.84178029e-01; 9.37857422e-02
129; 1; 28; 1.17107489e+00; -2.72675137e-03; 8.24504720e-02; 1.18792245e+00; 9.99607239e-03; 2.46547759e-01
130; 1; 30; 9.13824942e-01; 5.76631080e-01; 6.00349767e-01; 8.16182656e-01; 6.25762449e-01; 1.29504987e-01
131; 1; 32; 6.18899034e-01; 1.08891878e+00; 6.00349767e-01; 6.08542498e-01; 1.01098541e+00; 2.25457191e-01
132; 1; 36; 1.13772238e+00; 5.07903894e-02; 6.51902333e-02; 8.90859775e-01; 5.81202961e-01; 4.62314407e-01
133; 1; 40; 8.09247849e-01; 6.89796881e-01; 3.32690996e-01; 8.34252845e-01; 6.48057444e-01; 3.39313022e-01
134; 1; 42; 5.84141599e-01; 1.11890624e+00; 4.81591423e-01; 6.87317277e-01; 9.70075968e-01; 6.00349767e-01
135; 1; 44; 5.64829389e-01; 1.10778813e+00; 3.07034045e-01; 6.60404145e-01; 9.00406534e-01; 1.45357239e-01
136; 1; 47; 5.10294288e-01; 1.07639208e+00; -1.85892659e-01; 1.00820765e+00; 3.49343476e-01; 3.52782307e-01
137; 1; 48; 9.53812277e-01; 5.07172889e-01; 6.00349767e-01; 1.06489142e+00; 2.76469127e-01; 4.52778047e-01
138; 1; 51; 5.17846149e-01; 1.03364996e+00; -3.01673393e-01; 1.01508404e+00; 2.94277714e-01; 1.84251761e-01
139; 1; 52; 6.96124188e-01; 8.68598311e-01; 2.63534400e-01; 1.06313175e+00; 2.52206844e-01; 3.46008477e-01
140; 1; 55; 7.94079767e-01; 7.84629017e-01; 6.00349767e-01; 8.00819311e-01; 7.43586492e-01; 4.85696919e-01
141; 1; 56; 7.50932190e-01; 8.56423945e-01; 5.88028459e-01; 6.61720305e-01; 9.50100432e-01; 3.48509772e-01
142; 1; 58; 9.73355400e-01; 4.73226392e-01; 6.00349767e-01; 1.09980091e+00; 1.82924560e-01; 3.24169851e-01
143; 1; 60; 9.74758007e-01; 2.85295262e-01; -1.24615293e-01; 1.20348309e+00; 2.18656905e-02; 3.98573984e-01
144; 1; 62; 6.69599382e-01; 1.00085204e+00; 6.00349767e-01; 6.13364474e-01; 9.60552471e-01; 6.10862120e-02
145; 1; 63; 7.86387658e-01; 7.97990248e-01; 6.00349767e-01; 7.71855965e-01; 5.60978089e-01; -4.24610667e-01
146; 1; 64; 1.09904118e+00; 2.54909604e-01; 6.00349767e-01; 1.10644556e+00; 8.39413015e-02; -1.75756323e-02
147; 1; 65; 1.05884927e+00; 3.24723131e-01; 6.00349767e-01; 1.37966607e+00; -3.00524934e-01; 3.34634764e-01
148; 1; 66; 9.30678220e-01; 4.71561011e-01; 3.04118597e-01; 8.02225936e-01; 6.61580134e-01; 1.74742501e-01
149; 1; 70; 1.42849388e+00; -3.17351309e-01; 6.00349767e-01; 1.06158952e+00; 9.87551421e-02; -2.64193044e-01
150; 1; 72; 1.04731923e+00; 1.33059074e-01; -2.27000398e-01; 6.80703938e-01; 9.63461649e-01; 5.29603226e-01
151; 1; 74; 5.38247758e-01; 1.01367140e+00; -2.41254818e-01; 9.82598813e-01; 3.86806852e-01; 3.25348977e-01
152; 1; 75; 5.86367089e-01; 1.12018747e+00; 5.01706967e-01; 6.37934495e-01; 9.84261550e-01; 3.20546265e-01
153; 1; 78; 5.78488276e-01; 1.11565160e+00; 4.30492699e-01; 6.86345457e-01; 8.28781614e-01; 4.15348862e-02
154; 1; 79; 8.58930370e-01; 6.71983211e-01; 6.00349767e-01; 9.23910391e-01; 4.67259695e-01; 2.41363136e-01
155; 1; 81; 7.12246641e-01; 9.26773545e-01; 6.00349767e-01; 6.57415666e-01; 1.00986792e+00; 5.52874813e-01
156; 1; 82; 8.18047960e-01; 7.42996151e-01; 6.00349767e-01; 8.16168407e-01; 6.38135783e-01; 1.77766670e-01
157; 1; 84; 8.53128574e-01; 6.82060958e-01; 6.00349767e-01; 5.61812482e-01; 9.46200923e-01; -3.44974413e-01
158; 1; 86; 1.13447205e+00; 1.93365998e-01; 6.00349767e-01; 5.38743961e-01; 1.01492468e+00; -2.32988092e-01
159; 1; 87; 6.09826719e-01; 8.68251214e-01; -3.23669421e-01; 7.79234886e-01; 7.77348221e-01; 4.71117016e-01
160; 1; 89; 9.02567381e-01; 5.96185517e-01; 6.00349767e-01; 5.97775237e-01; 1.03430893e+00; 2.43516312e-01
161; 1; 92; 6.39362365e-01; 1.05337388e+00; 6.00349767e-01; 5.93833782e-01; 1.07005390e+00; 3.56460198e-01
162; 1; 93; 9.60458110e-01; 4.10812996e-01; 2.68865144e-01; 1.26228864e+00; -8.10348262e-02; 3.95623207e-01
163; 1; 101; 5.46568192e-01; 1.09727510e+00; 1.41976466e-01; 8.74687884e-01; 6.44612335e-01; 6.00349767e-01
164; 1; 104; 8.20958765e-01; 6.02214812e-01; 6.98978482e-02; 9.85582146e-01; 3.30185872e-01; 1.24311436e-01
165; 1; 106; 8.23811105e-01; 7.32985542e-01; 6.00349767e-01; 8.19951793e-01; 7.20423178e-01; 5.25052872e-01
166; 1; 107; 6.38148552e-01; 1.05548228e+00; 6.00349767e-01; 6.87953296e-01; 9.03492622e-01; 3.44441336e-01
167; 1; 108; 7.65736214e-01; 8.33861903e-01; 6.00349767e-01; 7.11357432e-01; 7.96695994e-01; 8.59340825e-02
168; 1; 110; 6.93486815e-01; 9.59359452e-01; 6.00349767e-01; 7.78899690e-01; 6.74383906e-01; 6.64283980e-02
169; 1; 113; 9.40320198e-01; 5.30608694e-01; 6.00349767e-01; 9.38793712e-01; 4.77324352e-01; 3.81736943e-01
170; 1; 116; 8.56752160e-01; 6.75766773e-01; 6.00349767e-01; 1.03883634e+00; 1.46691501e-01; -2.31308870e-01
171; 1; 117; 9.29905239e-01; 3.44907029e-01; -1.96127790e-01; 7.21808042e-01; 8.36671621e-01; 3.13115922e-01
172; 1; 121; 1.01002643e+00; 4.09528645e-01; 6.00349767e-01; 1.01111948e+00; 2.87002511e-01; 1.28904081e-01
173; 1; 123; 7.67175532e-01; 8.31361801e-01; 6.00349767e-01; 7.29412041e-01; 8.26157711e-01; 3.23645884e-01
174; 1; 124; 1.17904452e+00; 1.15943411e-01; 6.00349767e-01; 1.10355688e+00; 1.83700573e-01; 3.52700873e-01
175; 1; 128; 6.29896489e-01; 9.97722145e-01; 3.18586420e-01; 8.88202864e-01; 5.09671478e-01; 1.64712594e-01
176; 1; 129; 9.81990440e-01; 2.19782391e-01; -3.31558962e-01; 6.03651325e-01; 1.09552002e+00; 5.22637176e-01
177; 1; 131; 8.67150318e-01; 4.38725946e-01; -2.55481543e-01; 1.08539302e+00; 2.13444223e-01; 3.45638403e-01
178; 1; 136; 6.57809732e-01; 9.15832078e-01; 1.88031858e-01; 1.28006367e+00; -1.13907291e-01; 3.87817783e-01
179; 1; 137; 1.07916559e+00; 2.89433587e-01; 6.00349767e-01; 1.13753540e+00; 1.06371419e-01; 2.81146955e-01
180; 1; 140; 5.79129926e-01; 1.11602101e+00; 4.36292389e-01; 1.12413931e+00; 1.08476523e-01; 1.98432341e-01
181; 1; 141; 5.41655702e-01; 1.09444696e+00; 9.75739214e-02; 9.36583016e-01; 4.90345658e-01; 4.17620068e-01
182; 1; 143; 5.31626501e-01; 1.08867311e+00; 6.92292501e-03; 7.69441543e-01; 8.27425729e-01; 6.00349767e-01
183; 1; 149; 5.37835125e-01; 1.09224744e+00; 6.30408480e-02; 9.04991656e-01; 5.61591343e-01; 4.81603811e-01
184; 1; 153; 1.01485244e+00; 4.01145829e-01; 6.00349767e-01; 1.12067781e+00; 1.45622308e-01; 3.20109260e-01
185; 1; 154; 5.63473170e-01; 1.10700735e+00; 2.94775582e-01; 1.00192923e+00; 3.59365864e-01; 3.49330350e-01
186; 1; 155; 5.62385067e-01; 9.73035021e-01; -2.36212215e-01; 8.26584568e-01; 6.15513863e-01; 1.60066092e-01
187; 1; 157; 9.99489758e-01; 4.27830888e-01; 6.00349767e-01; 1.01859610e+00; 2.47785951e-01; 2.63914287e-02
188; 1; 158; 5.60050675e-01; 1.10503701e+00; 2.63840662e-01; 8.45961392e-01; 6.11954178e-01; 2.77697221e-01
189; 1; 160; 8.61011105e-01; 6.45910579e-01; 5.12576167e-01; 8.48521620e-01; 6.69192227e-01; 5.18779985e-01
190; 1; 163; 6.88337420e-01; 9.68303976e-01; 6.00349767e-01; 8.53653883e-01; 5.65424432e-01; 1.48068058e-01
191; 1; 166; 8.29159237e-01; 7.23695811e-01; 6.00349767e-01; 8.15454176e-01; 7.38249445e-01; 5.64189908e-01
192; 1; 172; 9.29341727e-01; 4.01212804e-01; 2.01052712e-02; 1.11094715e+00; 2.32512385e-01; 5.93641301e-01
193; 1; 176; 7.96843281e-01; 7.79828780e-01; 6.00349767e-01; 7.39037247e-01; 8.40657620e-01; 4.45658143e-01
194; 1; 177; 1.09320500e+00; 7.08724011e-02; -1.58538618e-01; 1.15362562e+00; 5.79021224e-03; -2.72068468e-03
195; 1; 182; 8.39258363e-01; 7.06153582e-01; 6.00349767e-01; 9.09914238e-01; 4.84084543e-01; 2.12103675e-01
196; 1; 184; 7.75062975e-01; 8.17661275e-01; 6.00349767e-01; 6.04618947e-01; 8.89551135e-01; -2.75777412e-01
197; 1; 186; 5.93792469e-01; 1.12446228e+00; 5.68822786e-01; 6.56739539e-01; 1.02318965e+00; 6.00349767e-01
198; 1; 187; 8.25154167e-01; 7.30652638e-01; 6.00349767e-01; 8.88326490e-01; 5.80593116e-01; 4.42733263e-01
199; 1; 188; 8.00131126e-01; 7.74117777e-01; 6.00349767e-01; 7.96594545e-01; 7.78396839e-01; 5.93064750e-01
200; 1; 191; 6.51496945e-01; 7.92139370e-01; -3.38249110e-01; 6.38972608e-01; 1.00783842e+00; 4.19738631e-01
201; 1; 192; 5.61260453e-01; 1.10573348e+00; 2.74775486e-01; 8.85279161e-01; 5.44123531e-01; 2.79512630e-01
202; 1; 194; 8.93470175e-01; 6.11987407e-01; 6.00349767e-01; 8.79991245e-01; 5.63426596e-01; 3.19056306e-01
